SMILES,Tm
Cc1ccc(cc1)S(=O)(=O)CCO,325.15
Cc1ccc(cc1)Oc2ccccc2C=O,328.15
c1ccc(c(c1)C(=O)N)OC(F)(F)F,427.15
B(c1ccccc1OC(F)(F)F)(O)O,392.15
c1ccc(c(c1)OC(F)(F)F)S(=O)(=O)N,462.15
c1ccc(c(c1)OC(F)(F)F)S(=O)(=O)Cl,304.15
c1ccc(c(c1)C(=O)O)OC(F)(F)F,352.15
c1ccc(c(c1)CC(=O)O)OC(F)(F)F,328.15
CC(=O)Nc1ccccc1C(F)(F)F,369.15
CC(=O)c1ccccc1C(F)(F)F,289.15
C=C(C(=O)O)C(F)(F)F,323.15
c1ccc(c(c1)C(F)(F)F)N,239.15
c1ccc(c(c1)C=O)C(F)(F)F,233.15
c1ccc(c(c1)C(=O)N)C(F)(F)F,436.15
B(c1ccccc1C(F)(F)F)(O)O,382.15
c1ccc(c(c1)C(F)(F)F)S(=O)(=O)N,455.15
c1ccc(c(c1)C(F)(F)F)S(=O)(=O)Cl,296.15
c1ccc(c(c1)C(=O)O)C(F)(F)F,382.15
c1ccc(c(c1)C#N)C(F)(F)F,291.15
c1ccc(cc1)C(=O)c2ccccc2C(F)(F)F,333.15
c1ccc(c(c1)C(=O)Cl)C(F)(F)F,251.15
c1ccc(c(c1)CO)C(F)(F)F,277.15
c1ccc(c(c1)CBr)C(F)(F)F,302.15
c1ccc(c(c1)/C=C/C(=O)O)C(F)(F)F,475.15
c1cc(c(nc1)C(F)(F)F)C(=O)O,459.15
c1ccc(c(c1)C(F)(F)F)O,319.15
c1ccc2c(c1)Nc3cc(ccc3S2)C(F)(F)F,462.15
c1ccc(c(c1)CC(=O)O)C(F)(F)F,373.15
c1ccc(c(c1)CC#N)C(F)(F)F,303.15
c1ccc(c(c1)C(F)(F)F)NN,333.15
C[Si](C)(C)C#Cc1ccccn1,315.15
c1ccc2c(c1)nsn2,316.15
C(C(Br)(Br)Br)O,352.15
CCOC(C(Cl)(Cl)Cl)O,323.15
C(=O)(C(Cl)(Cl)Cl)N,415.15
C(C(Cl)(Cl)Cl)O,291.15
C(C(Cl)(Cl)Cl)OC(=O)Cl,274.15
C(=O)(C(F)(F)F)N,346.15
c1ccc(cc1)C(=O)C(F)(F)F,233.15
C(C(F)(F)F)O,229.15
Cc1ccc(cc1)S(=O)(=O)OCC(F)(F)F,313.15
C(C(F)(F)F)OS(=O)(=O)C(Cl)(Cl)Cl,203.15
C(C(F)(F)F)OC(=O)C(F)(F)F,208.15
c1ccnc(c1)CNC(=O)C(F)(F)F,348.15
CC(C)(C)C(=O)N,428.15
S=C(N)C(C)(C)C,388.15
C(=O)(C(C(F)(F)F)(F)F)N,368.15
C(C(C(C(C(CO)(F)F)(F)F)(F)F)(F)F)O,342.15
C(C(C(C(CO)(F)F)(F)F)(F)F)O,351.15
C(C(C(CO)(F)F)(F)F)O,357.15
c1cc(c(cc1O)O)C(=O)c2ccc(cc2O)O,474.15
c1cc(ccc1C(=O)C(Br)Br)Br,366.15
c1cc(c(cc1Cl)Cl)C(=O)CCl,327.15
CC(C)C(C(C)(C)CO)O,325.15
CC(C)C(C(C)(C)COC(=O)C(C)C)O,223.15
CC(C)CC(C)(C)C,166.14999999999998
CC1(C=C(C(N1)(C)C)C(=O)N)C,454.15
Cc1ccc(c(c1)c2cc(ccc2C)C)C,323.15
CC1(CCCC(N1)(C)C)C,214.15
CC1=CC(=O)OC(O1)(C)C,280.15
c1cc(sc1)c2ccc(s2)c3cccs3,365.15
c1ccnc(c1)c2cccc(n2)c3ccccn3,364.15
c1ccnc(c1)c2ccccn2,343.15
c1cnc(nc1)c2ncccn2,387.15
c1ccc2c(c1)ccc(n2)c3ccc4ccccc4n3,468.15
COc1ccc(cc1)C(CN)c2ccc(cc2)OC,321.15
c1ccc(cc1)P(c2ccccc2)c3ccc4ccccc4c3c5c6ccccc6ccc5P(c7ccccc7)c8ccccc8,556.15
c1ccc(cc1)P(c2ccccc2)c3ccccc3c4ccccc4P(c5ccccc5)c6ccccc6,486.15
C(CO)N(CCO)C(CO)(CO)CO,377.15
CC(CO)(CO)C(=O)O,462.15
c1cc(sc1)c2cccs2,305.15
c1cc(ccc1C(=O)C(Br)Br)F,310.15
c1ccc(c(c1)c2ccccc2Br)Br,353.15
COC(C(Cl)Cl)(F)F,237.15
c1cc(c(nc1)Cl)c2cccnc2Cl,392.15
c1cnc(cc1c2ccnc(c2)Cl)Cl,515.15
C(C(=O)N)(Cl)Cl,372.15
c1ccc(cc1)C(=O)C(Cl)Cl,294.15
c1ccc(c(c1)C(=O)C(=O)c2ccccc2Cl)Cl,407.15
c1ccc(c(c1)C(c2ccccc2Cl)(C(=O)O)O)Cl,435.15
c1ccc(c(c1)C(=O)c2ccccc2Cl)Cl,325.15
c1cc(c2c(c1)OC(O2)(F)F)C(=O)O,477.15
c1cc2c(cc1C(=O)O)OC(O2)(F)F,429.15
c1ccc(cc1)C(=O)C(F)F,322.15
CCC(C(=O)O)(F)F,281.15
C1C(C1(F)F)C(=O)O,331.15
C(C(F)F)O,245.15
CC(C(=O)O)(F)F,316.15
C(C(=O)O)C(C(=O)O)(F)F,415.15
COc1ccc(c(c1)O)C(=O)c2ccc(cc2O)OC,408.15
c1ccc(c(c1)c2ccccc2O)O,382.15
COc1ccccc1c2ccccc2OC,427.15
CC(C)(OC)OC,226.15
CC(C)(CO)CO,401.15
CCC(C(C)(C)C)O,268.15
CCC(C)(C)C,173.14999999999998
CCC(C)(C)C(=O)O,259.15
CC(C)(CCC(=O)O)C(=O)O,357.15
CC(C)(CCC(=O)O)C(=O)OC(=O)C(C)(C)CCC(=O)O,310.15
CC(C)(CC(=O)O)C(=O)O,414.15
CCCCC(CCCC)(CO)CO,313.15
c1ccc(c(c1)c2ccccc2[N+](=O)[O-])[N+](=O)[O-],399.15
CCCC(CCC)C(=O)N,398.15
c1ccc(cc1)C(c2ccccc2)C(=O)N,439.15
c1ccnc(c1)SSc2ccccn2,331.15
C1CSC(SC1)CCC2SCCCS2,407.15
c1cc(oc1)C(=O)C(=O)c2ccco2,437.15
c1coc(c1)/C(=N/O)/C(=NO)/c2occc2,438.15
c1cc(oc1)C(C(=O)c2ccco2)O,411.15
c1cc(c(cc1Cl)Cc2cc(ccc2O)Cl)O,447.15
c1cc(sc1)C(=O)C(=O)c2cccs2,356.15
C(C(=O)N)SCC(=O)N,447.15
C(CSCCO)O,257.15
c1cc(c(nc1)c2ccnc(c2Cl)Cl)Cl,442.15
CC1=Nc2c3ccccc3ccc2C1(C)C,344.15
CC1=Nc2ccccc2C1(C)C,280.15
COc1c(c(c(c(c1F)F)F)F)F,235.15
c1(c(c(c(c(c1F)F)F)F)F)C(=O)N,421.15
B(c1c(c(c(c(c1F)F)F)F)F)(O)O,526.15
c1ccc(cc1)C(=O)c2c(c(c(c(c2F)F)F)F)F,311.15
C(c1c(c(c(c(c1F)F)F)F)F)O,307.15
C(c1c(c(c(c(c1F)F)F)F)F)Br,292.15
c1ccc(cc1)c2c(c(c(c(c2F)F)F)F)F,385.15
C(=C/C(=O)O)c1c(c(c(c(c1F)F)F)F)F,426.15
C(C(=O)O)Oc1c(c(c(c(c1F)F)F)F)F,382.15
C(c1c(c(c(c(c1F)F)F)F)F)C(=O)O,382.15
Cc1c(c(c(c(c1F)F)F)F)F,243.15
Cc1c(c(c(c(c1C)C)C(=O)C)C)C,359.15
Cc1c(c(c(c(c1C)C)C(=O)c2ccccc2)C)C,411.15
Cc1c(c(c(c(c1C)C)CO)C)C,432.15
Cc1c(c(c(c(c1C)C)CCl)C)C,356.15
c1c(c(c(c(c1F)F)F)F)C(=O)N,406.15
B(c1cc(c(c(c1F)F)F)F)(O)O,526.15
c1c(c(c(c(c1F)F)F)F)C(=O)O,359.15
c1ccc2c(c1)CNCCN2,371.15
Cc1c(c([nH]c1C)C)C,378.15
B(c1c(cc(c(c1F)F)F)F)(O)O,400.15
c1ccc(cc1)COC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O)OCc3ccccc3)OCc4ccccc4)OCc5ccccc5,424.15
c1ccc(cc1)COC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)OCc3ccccc3)OCc4ccccc4)OCc5ccccc5,426.15
c1c(c(c(s1)Br)Br)Br,317.15
c1cc(c(cc1C(=O)CCl)Cl)Cl,317.15
CC(=O)c1ccc(c(c1Cl)Cl)Cl,335.15
c1cc(c(c(c1S(=O)(=O)Cl)Cl)Cl)Cl,336.15
c1cc(c(c(c1N=C=S)Cl)Cl)Cl,343.15
c1cc(c(c(c1C(=O)N)F)F)F,401.15
B(c1ccc(c(c1F)F)F)(O)O,476.15
c1cc(c(c(c1C(=O)O)F)F)F,414.15
c1cc(c(c(c1O)F)F)F,305.15
CC(=O)c1ccc(c(c1O)O)O,444.15
c1cc(c(c(c1C=O)O)O)O,434.15
c1ccc(cc1)C(=O)c2ccc(c(c2O)O)O,414.15
COc1ccc(c(c1OC)OC)C=O,313.15
B(c1ccc(c(c1OC)OC)OC)(O)O,350.15
COc1ccc(c(c1OC)OC)C(=O)O,374.15
COc1ccc(c(c1OC)OC)C#N,329.15
CC(C)C(C)C(C)C,163.14999999999998
c1ccc(cc1)CO[C@@H]2CO[C@H]([C@H]([C@@H]2OCc3ccccc3)OCc4ccccc4)O,342.15
c1ccc(cc1)CO[C@H]2CO[C@@H]([C@@H]([C@H]2OCc3ccccc3)OCc4ccccc4)O,351.15
c1c(c(nc(c1Cl)Cl)Cl)Cl,364.15
c1c(c(c(c(c1F)F)N)F)F,304.15
B(c1c(c(cc(c1F)F)F)F)(O)O,416.15
c1c(c(c(c(c1F)F)C#N)F)F,307.15
c1c(c(c(c(c1F)F)CO)F)F,309.15
c1(c(c(c(c(c1F)F)O)F)F)O,442.15
c1c(c(c(c(c1F)F)O)F)F,302.15
c1c(c(c(c(c1F)F)NN)F)F,362.15
C(CC(=O)O)c1c(c(nc(c1F)F)F)F,425.15
Cc1cc(c(c(c1C)C(=O)C)C)C,348.15
Cc1cc(c(c(c1C)S(=O)(=O)Cl)C)C,372.15
Cc1cc(c(c(c1C)CO)C)C,385.15
Cc1cc(c(c(c1C)CCl)C)C,343.15
Cc1c(nc(c(n1)C)C)C,358.15
c1c(c(sc1Br)Br)Br,300.15
B(c1cc(cc(c1Cl)Cl)Cl)(O)O,518.15
c1c(c(sc1Cl)Cl)Cl,257.15
c1c(c(c(c(n1)F)F)C(=O)O)F,383.15
c1c(cc(c(c1C(=O)O)I)I)I,494.15
Cc1cc(c(c(c1)O)C)C,367.15
c1cc(c(c(c1F)C(=O)N)F)F,390.15
c1cc(c(c(c1F)C(=O)O)F)F,404.15
c1cc(c(c(c1F)CO)F)F,319.15
c1cc(c(c(c1F)O)F)F,307.15
c1c(c(c(nc1F)F)F)C(=O)O,393.15
Cc1ccc2c(c1)nc(c(n2)C)C,366.15
c1cc(c(nc1)C(F)(F)F)C(F)(F)F,271.15
CC(=O)C(=O)C,270.15
CC(=NO)C(=O)C,349.15
c1ccc2cc(c(cc2c1)N)N,468.15
c1cc(c(nc1)N)N,385.15
Cc1cccc(c1N)N,331.15
C(C(C(CO)Br)Br)O,358.15
COc1cc(c(c(c1O)Br)Br)C=O,488.15
c1cc(nc(c1Br)Br)Cl,343.15
c1cc(cc(c1)Br)C(=O)CBr,324.15
CC(C(C(=O)O)Br)Br,359.15
C(C(C(=O)N)Br)Br,406.15
c1cc(c(nc1)Br)Br,332.15
C=C(CCl)Cl,190.15
C(#N)C1=C(C(=O)C(=C(C1=O)Cl)Cl)C#N,488.15
c1cc(c(c(c1F)C(=O)O)Cl)Cl,408.15
c1cc(c(c(c1)Cl)Cl)N,295.15
COc1cccc(c1Cl)Cl,305.15
c1cc(c(c(c1)Cl)Cl)C=O,336.15
c1cc(c(c(c1)Cl)Cl)C(=O)N,440.15
B(c1cccc(c1Cl)Cl)(O)O,511.15
c1cc(c(c(c1)Cl)Cl)S(=O)(=O)N,493.15
c1cc(c(c(c1)Cl)Cl)S(=O)(=O)Cl,333.15
c1cc(c(c(c1)Cl)Cl)C(=O)O,441.15
c1cc(c(c(c1)Cl)Cl)C#N,336.15
c1cc(c(c(c1)Cl)Cl)C(=O)Cl,303.15
c1cc(c(c(c1)Cl)Cl)O,332.15
c1cc(c(c(c1)Cl)Cl)OCC(=O)O,447.15
c1cc(c(c(c1)Cl)Cl)CC(=O)O,407.15
c1cc(c(nc1)Cl)Cl,340.15
B(c1ccnc(c1Cl)Cl)(O)O,410.15
c1ccc2c(c1)nc(c(n2)Cl)Cl,426.15
c1c(c(sc1S(=O)(=O)Cl)Cl)Cl,329.15
Cc1cccc(c1Cl)Cl,277.15
c1cn(c(=O)nc1N)[C@H]2CC[C@H](O2)CO,491.15
c1cc(c(c(c1C=O)F)F)O,415.15
c1cc(c(c(c1C(=O)O)F)F)O,480.15
c1cc(c(c(c1C#N)F)F)O,420.15
COc1ccc(c(c1F)F)N,312.15
COc1ccc(c(c1F)F)C(=O)O,496.15
COc1ccc(c(c1F)F)C#N,357.15
COc1ccc(c(c1F)F)CN,307.15
COc1ccc(c(c1F)F)O,378.15
Cc1ccc(c(c1F)F)C(=O)N,433.15
Cc1ccc(c(c1F)F)C(=O)O,473.15
Cc1ccc(c(c1F)F)C#N,317.15
Cc1ccc(c(c1F)F)O,310.15
c1c(cc(c(c1C(=O)O)F)F)O,455.15
COc1ccc(c(c1C=O)F)F,332.15
COc1ccc(c(c1C(=O)O)F)F,401.15
COc1ccc(c(c1C#N)F)F,354.15
COc1ccc(c(c1CBr)F)F,320.15
COc1ccc(c(c1O)F)F,319.15
c1cc(c(c(c1[N+](=O)[O-])O)F)F,334.15
c1cc(c(c(c1)F)F)C(=O)N,389.15
c1cc(c(c(c1)F)F)C(=O)O,435.15
c1cc(c(c(c1)F)F)/C=C/C(=O)O,473.15
c1cc(c(c(c1)F)F)C(C(=O)O)O,385.15
c1cc(c(c(c1)F)F)O,309.15
c1cc(c(c(c1)F)F)CC(=O)O,391.15
c1cc2cccc3c2c(c1)CNC3,372.15
c1ccc2c(c1)C(=O)OCCO2,303.15
Cc1ccc2c(c1)N(C(=O)CO2)CCC#N,403.15
c1ccc(cc1)c2c(n3c(n2)SCC3)C=O,396.15
c1ccc2c(c1)CCO2,252.15
c1cc(c(c(c1)O)O)C=O,381.15
c1cc(c(c(c1)O)O)C(=O)O,479.15
c1ccc2c(c1)c(=O)c(c(o2)c3ccccc3O)O,476.15
c1ccc2cc(c(cc2c1)O)O,437.15
CC1=CC(=O)C(=C(C1=O)OC)OC,332.15
COc1cccc(c1OC)C=O,325.15
COc1cccc(c1OC)C=NO,372.15
B(c1cccc(c1OC)OC)(O)O,342.15
COc1cccc(c1OC)C(=O)O,396.15
COc1cccc(c1OC)C#N,319.15
COc1cccc(c1OC)/C=C/[N+](=O)[O-],354.15
CC(=C)C(=C)C,197.15
CC(C)C(=C)C,116.14999999999998
Cc1c([n+](ccc1[N+](=O)[O-])[O-])C,366.15
Cc1c([nH]c2c1cc(cc2)[N+](=O)[O-])C,462.15
Cc1ccc(c(c1C)N)[N+](=O)[O-],390.15
Cc1cccc(c1C)N,276.15
Cc1cccc(c1C)OC,302.15
Cc1cccc(c1C)C(=O)N,430.15
B(c1cccc(c1C)C)(O)O,448.15
Cc1cccc(c1C)C(=O)O,418.15
Cc1cccc(c1C)C#N,297.15
Cc1cccc(c1C)C(=O)Cl,275.15
CC(C)C(C)C,144.14999999999998
Cc1c([nH]c2c1cccc2)C,379.15
Cc1cc2ccccc2cc1C,378.15
Cc1cccc(c1C)O,345.15
Cc1cccc(c1C)OCC(=O)O,459.15
Cc1c(nccn1)C,261.15
Cc1c(nc2ccccc2n1)C,378.15
c1ccc(cc1)c2c(c2=O)c3ccccc3,393.15
c1ccc(cc1)c2c(nccn2)c3ccccc3,394.15
c1ccc(cc1)c2c(nc3ccccc3n2)c4ccccc4,399.15
CCCC(=O)C(=O)C,243.15
CC1([C@]2([C@@]1([C@@H](O[C@@H]2CO)n3ccc(=O)[nH]c3=O)O)O)C,439.15
Cc1cccnc1C,256.15
CC1(O[C@@H]([C@H](O1)CO)CO)C,320.15
CC1(O[C@H]([C@@H](O1)CO)CO)C,320.15
CCC(=O)C(=O)C,221.15
c1cc(ccc1/C=C/C(=O)c2ccc(cc2O)O)O,459.15
COc1ccc(cc1)C(=O)c2ccc(cc2OC)OC,345.15
CC(=C)CC(C)(C)C,179.14999999999998
CC(=CC(C)(C)C)C,167.14999999999998
Cc1cc(c(cc1Br)Br)Br,387.15
c1c(c(cc(c1Cl)Cl)Cl)N,367.15
c1c(c(cc(c1Cl)Cl)Cl)S(=O)(=O)N,462.15
c1c(c(cc(c1Cl)Cl)Cl)S(=O)(=O)Cl,342.15
c1c(c(cc(c1Cl)Cl)Cl)N=C=S,318.15
c1c(c(cc(c1F)F)F)N,334.15
B(c1cc(c(cc1F)F)F)(O)O,373.15
c1c(c(cc(c1F)F)F)C(=O)O,371.15
c1c(c(cc(c1F)F)F)/C=C/C(=O)O,459.15
c1c(c(cc(c1F)F)F)O,314.15
c1c(c(cc(c1F)F)F)CC(=O)O,396.15
COc1cc(c(cc1OC)OC)C=O,386.15
COc1cc(c(cc1OC)OC)C(=O)O,417.15
Cc1cc(c(cc1C)C(=O)C)C,283.15
Cc1cc(c(cc1C)O)C,345.15
c1ccc(cc1)c2c(nc([nH]2)c3ccccc3)c4ccccc4,549.15
C[Si]1(O[Si](O[Si](O[Si](O1)(C)C=C)(C)C=C)(C)C=C)C=C,230.15
C[SiH]1O[SiH](O[SiH](O[SiH](O1)C)C)C,204.15
Cc1cc(nc(c1)C)C,230.15
c1ccnc(c1)c2nc(nc(n2)c3ccccn3)c4ccccn4,523.15
c1c(nc(nc1N)N)N,523.15
Cc1c(cc(c(c1Br)O)Br)Br,355.15
c1c(cc(c(c1Br)N)Br)Br,393.15
c1c(cc(c(c1Br)O)Br)Br,362.15
c1c(c(c(c(c1Br)O)Br)O)Br,388.15
Cc1c(cc(cc1Br)Br)Br,342.15
c1c(cc(c(c1Cl)N)Cl)Cl,350.15
c1c(cc(c(c1Cl)S(=O)(=O)N)Cl)Cl,453.15
c1c(cc(c(c1Cl)S(=O)(=O)Cl)Cl)Cl,319.15
c1c(cc(c(c1Cl)C(=O)O)Cl)Cl,436.15
c1c(cc(c(c1Cl)C#N)Cl)Cl,354.15
c1c(cc(c(c1Cl)O)Cl)Cl,339.15
c1c(cc(c(c1Cl)N=C=S)Cl)Cl,347.15
c1c(cc(c(c1Cl)NN)Cl)Cl,415.15
c1c(nc(nc1Cl)Cl)Cl,296.15
c1c(cc(c(c1F)N)F)F,308.15
c1c(cc(c(c1F)C=O)F)F,339.15
B(c1c(cc(cc1F)F)F)(O)O,508.15
c1c(cc(c(c1F)C(=O)O)F)F,414.15
c1c(cc(c(c1F)C#N)F)F,330.15
c1c(cc(c(c1F)O)F)F,323.15
c1c(cc(c(c1F)CC(=O)O)F)F,384.15
c1c(cc(c(c1F)NN)F)F,372.15
c1c(cc(c(c1I)O)I)I,431.15
CC(C)c1cc(c(c(c1)C(C)C)C(=O)C)C(C)C,360.15
CC(C)c1cc(c(c(c1)C(C)C)S(=O)(=O)N)C(C)C,388.15
CC(C)c1cc(c(c(c1)C(C)C)S(=O)(=O)N=[N+]=[N-])C(C)C,315.15
CC(C)c1cc(c(c(c1)C(C)C)S(=O)(=O)Cl)C(C)C,369.15
CC(C)c1cc(c(c(c1)C(C)C)C(=O)O)C(C)C,459.15
CC(C)c1cc(c(c(c1)C(C)C)C(=O)Cl)C(C)C,353.15
CC(=O)c1c(cc(cc1OC)OC)OC,376.15
COc1cc(c(c(c1)OC)C=O)OC,394.15
COc1cc(c(c(c1)OC)C#N)OC,415.15
Cc1c(cc(cc1OC)OC)OC,301.15
Cc1cc(c(c(c1)C)N)C,268.15
B(c1c(cc(cc1C)C)C)(O)O,397.15
Cc1cc(c(c(c1)C)C(=O)O)C,427.15
Cc1cc(c(c(c1)C)C#N)C,326.15
Cc1cc(c(c(c1)C)CO)C,360.15
Cc1cc(c(c(c1)C)CCl)C,313.15
Cc1cc(c(c(c1)C)CS)C,320.15
Cc1cc(c(c(c1)C)O)C,345.15
Cc1cc(c(c(c1)C)N=C=O)C,318.15
Cc1cc(c(c(c1)C)N=C=S)C,335.15
c1ccc(cc1)c2nc(nc(n2)c3ccccc3)c4ccccc4,508.15
c1ccc(cc1)c2cc(c(c(c2)c3ccccc3)N)c4ccccc4,397.15
C=CCOc1nc(nc(n1)OCC=C)OCC=C,300.15
CC(C)(C)c1cc(c(c(c1)C(C)(C)C)N)C(C)(C)C,419.15
c1ccnc(c1)c2ccncc2,334.15
Cc1cc(c(c(c1CCl)C)CCl)C,379.15
c1cc(c(cc1C(F)(F)F)C(F)(F)F)C(=O)O,382.15
CCC(C)(C)c1ccc(c(c1)C(C)(C)CC)OCC(=O)O,399.15
c1cc2c(c(c1)F)c(nc(n2)N)N,520.15
Cc1ccc(cc1)c2nc(nc(n2)N)N,515.15
c1cc(cc(c1)C(F)(F)F)c2nc(nc(n2)N)N,482.15
CCCCCCCCCCCc1nc(nc(n1)N)N,393.15
c1ccc2c(c1)c(nc(n2)N)N,529.15
Cc1ccc(cc1N)N,372.15
c1ccc(cc1)Nc2nc(nc(n2)N3CCOCC3)Nc4ccccc4,468.15
B(c1cnc(nc1OCc2ccccc2)OCc3ccccc3)(O)O,363.15
c1c(cc(c(c1C(F)(F)F)N)Br)Br,315.15
c1c(cc(c(c1F)N)Br)Br,336.15
c1c(cc(c(c1F)O)Br)Br,305.15
c1c(cc(c(c1[N+](=O)[O-])N)Br)Br,403.15
c1cc(ccc1C(=O)CBr)Br,383.15
c1cc(c(cc1Br)Br)N,353.15
COc1ccc(cc1Br)Br,335.15
c1cc(c(cc1Br)Br)S(=O)(=O)Cl,357.15
Cc1cc(c(c(c1Br)C)Br)C,333.15
c1cc(c(cc1Br)Br)O,310.15
c1cc(c(cc1Br)Br)OCC(=O)O,424.15
c1cc(c(cc1Br)Br)N=C=O,356.15
c1cnc(cc1Br)Br,312.15
c1cc(ccc1[N+](=O)[O-])Oc2ccc(cc2Cl)Cl,343.15
c1cc(c(cc1Cl)Cl)[N+](=O)[O-],304.15
Cc1cc(c(c(c1Cl)C)Cl)O,369.15
c1c(c(c(c(c1[N+](=O)[O-])Cl)[N+](=O)[O-])Cl)C(F)(F)F,349.15
CCc1c(cc(c(c1Cl)O)[N+](=O)[O-])Cl,323.15
c1cc(c(c(c1O)Cl)[N+](=O)[O-])Cl,360.15
CC(=O)c1cc(c(cc1Cl)Cl)F,308.15
c1c(c(cc(c1F)Cl)Cl)C(=O)N,432.15
c1c(c(cc(c1F)Cl)Cl)C(=O)O,414.15
c1c(c(cc(c1F)Cl)Cl)C#N,319.15
CC(C)Oc1cc(c(cc1Cl)Cl)N,315.15
Cc1cc(c(cc1Cl)Cl)S(=O)(=O)Cl,345.15
c1c(c(cc(c1[N+](=O)[O-])Cl)Cl)C(F)(F)F,328.15
c1c(c(cc(c1O)Cl)Cl)[N+](=O)[O-],373.15
c1c(c(nc(n1)Cl)Cl)[N+](=O)[O-],303.15
COc1cc2c(cc1OC)nc(nc2Cl)Cl,450.15
c1c(cc(c(c1Cl)N)I)Cl,353.15
Cc1cc(cc(c1N)Cl)Cl,317.15
Cc1cc(cc(c1C#N)Cl)Cl,353.15
Cc1cc(cc(c1CN)Cl)Cl,327.15
Cc1cc(nc(n1)Cl)Cl,319.15
c1c(cc(c(c1[N+](=O)[O-])N)Cl)Cl,374.15
CC(=O)Nc1ccc(cc1Cl)Cl,420.15
c1cc(ccc1C(=O)CCl)Cl,374.15
CC(=O)c1ccc(cc1Cl)Cl,306.15
c1cc(c(cc1Cl)Cl)N,334.15
COc1ccc(cc1Cl)Cl,299.15
c1cc(c(cc1Cl)Cl)C=O,344.15
c1cc(c(cc1Cl)Cl)C(=O)N,465.15
B(c1ccc(cc1Cl)Cl)(O)O,517.15
c1cc(c(cc1Cl)Cl)S(=O)(=O)Cl,327.15
c1cc(c(cc1Cl)Cl)C(=O)NN,442.15
c1cc(c(cc1Cl)Cl)C(=O)O,435.15
c1cc(c(cc1Cl)Cl)C#N,332.15
c1ccc(c(c1)C(=O)c2ccc(cc2)Cl)Cl,338.15
c1cc(c(cc1Cl)Cl)C(F)(F)F,247.15
c1cc(c(cc1Cl)Cl)C(=O)Cl,291.15
c1cc(c(cc1Cl)Cl)CO,332.15
c1cc(c(cc1Cl)Cl)CCl,270.15
CC(=O)N(C)c1ccc(cc1Cl)Cl,360.15
c1cc(c(cc1Cl)Cl)O,315.15
c1cc(c(cc1Cl)Cl)OCC(=O)O,411.15
c1cc(c(cc1Cl)Cl)OCC(=O)NN,424.15
c1cc(c(cc1Cl)Cl)OCC#N,320.15
c1cc(c(cc1Cl)Cl)N=C=O,332.15
c1cc(c(cc1Cl)Cl)N=C=S,311.15
c1cc(c(cc1Cl)Cl)CC(=O)O,402.15
c1cc(c(cc1Cl)Cl)CC#N,333.15
c1cnc(cc1Cl)Cl,272.15
c1cnc(nc1Cl)Cl,333.15
Cc1ccc(cc1Cl)Cl,260.15
c1cc(c(cc1F)F)[N+](=O)[O-],283.15
COc1c(ccc(c1F)C(=O)N)F,385.15
COc1c(ccc(c1F)C(=O)O)F,467.15
COc1c(ccc(c1F)C#N)F,318.15
Cc1c(ccc(c1F)C#N)F,317.15
Cc1c(ccc(c1F)C(=O)Cl)F,310.15
CC(=O)Nc1ccc(cc1F)F,395.15
c1cc(c(cc1F)F)N,265.15
c1cc(c(cc1F)F)C=O,276.15
c1cc(c(cc1F)F)C(=O)N,434.15
B(c1ccc(cc1F)F)(O)O,522.15
c1cc(c(cc1F)F)C(=O)O,461.15
c1cc(c(cc1F)F)C#N,319.15
c1ccc(c(c1)C(=O)c2ccc(cc2)F)F,296.15
c1cc(c(cc1F)F)C(C(=O)O)O,396.15
CC(=O)N(C)c1ccc(cc1F)F,357.15
c1cc(c(cc1F)F)O,296.15
c1cc(c(cc1F)F)CC(=O)O,391.15
COc1ccccc1/C=C/C(=O)c2ccc(cc2O)O,450.15
COc1cc(ccc1O)/C=C/C(=O)c2ccccc2O,401.15
Cc1c(ccc(c1O)C(=O)C)O,427.15
CC(=O)c1ccc(cc1O)O,417.15
c1cc(c(cc1O)O)C=O,409.15
c1cc(c(cc1O)O)C(=O)NN,514.15
c1ccc(cc1)C(=O)c2ccc(cc2O)O,419.15
CCC(=O)c1ccc(cc1O)O,373.15
c1cnc2c(n1)c(=O)[nH]c(=O)[nH]2,621.15
COc1ccc(c(c1)OC)I,312.15
COc1ccc(c(c1)OC)[N+](=O)[O-],347.15
CC(=O)c1ccc(cc1OC)OC,313.15
COc1ccc(c(c1)OC)N,308.15
COc1ccc(c(c1)OC)C=O,342.15
COc1ccc(c(c1)OC)C=NO,380.15
B(c1ccc(cc1OC)OC)(O)O,391.15
COc1ccc(c(c1)OC)S(=O)(=O)N,441.15
COc1ccc(c(c1)OC)S(=O)(=O)Cl,345.15
COc1ccc(c(c1)OC)C(=O)O,382.15
COc1ccc(c(c1)OC)C#N,367.15
COc1ccc(c(c1)OC)C(=O)Cl,332.15
COc1ccc(c(c1)OC)CO,310.15
COc1ccc(c(c1)OC)/C=C/[N+](=O)[O-],373.15
COc1ccc(c(c1)OC)N=C=O,305.15
COc1ccc(c(c1)OC)N=C=S,325.15
COc1ccc(c(c1)OC)CC(=O)O,383.15
COc1ccnc(n1)OC,290.15
CC(C)C(C(C)C)O,203.15
Cc1cc(c(c(c1)[N+](=O)[O-])N)C,340.15
Cc1cc(c(c(c1)[N+](=O)[O-])O)C,343.15
Cc1ccc(c(c1)C)N,258.15
